user_id,arm,device_type,session_date,converted,revenue
U02125,treatment,mobile,2025-09-24,True,35.15
U01538,control,mobile,2025-09-17,False,0.0
U01404,control,desktop,2025-09-04,False,0.0
U02079,treatment,mobile,2025-09-10,False,0.0
U01585,treatment,desktop,2025-09-24,False,0.0
U01086,control,mobile,2025-09-11,False,0.0
U01440,control,desktop,2025-09-14,False,0.0
U01510,control,mobile,2025-09-09,False,0.0
U01496,control,desktop,2025-09-22,False,0.0
U01169,control,desktop,2025-09-21,False,0.0
U01547,control,mobile,2025-09-27,False,0.0
U01815,treatment,mobile,2025-09-02,True,27.91
U01328,control,desktop,2025-09-26,False,0.0
U01906,treatment,mobile,2025-09-24,False,0.0
U01685,treatment,desktop,2025-09-11,False,0.0
U02034,treatment,mobile,2025-09-11,False,0.0
U01448,control,desktop,2025-09-13,True,51.48
U02109,treatment,desktop,2025-09-21,True,76.73
U01913,treatment,desktop,2025-09-10,True,79.12
U01246,control,desktop,2025-09-28,False,0.0
U01349,control,mobile,2025-09-12,False,0.0
U01656,treatment,desktop,2025-09-10,False,0.0
U01435,control,mobile,2025-09-10,True,25.98
U01689,treatment,mobile,2025-09-05,False,0.0
U02126,control,desktop,2025-10-18,False,0.0
U01975,treatment,mobile,2025-09-08,False,0.0
U01256,control,desktop,2025-09-19,False,0.0
U01424,control,desktop,2025-09-30,True,30.41
U01690,treatment,mobile,2025-09-05,True,17.97
U01907,treatment,desktop,2025-09-15,False,0.0
U01420,control,desktop,2025-09-28,False,0.0
U01262,control,mobile,2025-09-07,True,35.65
U02012,treatment,mobile,2025-09-19,False,0.0
U01441,control,desktop,2025-09-26,False,0.0
U01829,treatment,mobile,2025-09-27,False,0.0
U01053,control,mobile,2025-09-18,False,0.0
U01316,control,mobile,2025-09-25,False,0.0
U01376,control,desktop,2025-09-18,False,0.0
U01215,control,desktop,2025-09-19,False,0.0
U02022,treatment,desktop,2025-09-13,True,29.92
U02041,treatment,desktop,2025-09-24,False,0.0
U02054,treatment,desktop,2025-09-26,False,0.0
U01630,treatment,desktop,2025-09-13,False,0.0
U01889,treatment,desktop,2025-09-12,False,0.0
U01238,control,desktop,2025-09-21,False,0.0
U01750,treatment,desktop,2025-09-30,False,0.0
U01862,treatment,desktop,2025-09-27,False,0.0
U01323,control,desktop,2025-09-28,False,0.0
U01917,treatment,mobile,2025-09-01,False,0.0
U01978,treatment,mobile,2025-09-22,True,32.96
U01457,control,desktop,2025-09-21,False,0.0
U01090,control,desktop,2025-09-17,True,43.23
U01233,control,desktop,2025-09-02,False,0.0
U01168,control,desktop,2025-09-07,False,0.0
U01704,treatment,mobile,2025-09-04,False,0.0
U01969,treatment,mobile,2025-09-20,False,0.0
U02040,treatment,mobile,2025-09-18,False,0.0
U01716,treatment,desktop,2025-09-24,False,0.0
U02074,treatment,mobile,2025-09-29,False,0.0
U01203,control,mobile,2025-09-04,False,0.0
U01605,treatment,desktop,2025-09-21,False,0.0
U01930,treatment,desktop,2025-09-25,False,0.0
U01745,treatment,mobile,2025-09-09,False,0.0
U01137,control,mobile,2025-09-03,False,0.0
U01183,control,mobile,2025-09-04,True,14.51
U01218,control,mobile,2025-09-18,False,0.0
U01944,treatment,mobile,2025-09-07,False,0.0
U01940,treatment,mobile,2025-09-13,False,0.0
U02071,treatment,desktop,2025-09-28,False,0.0
U01897,treatment,mobile,2025-09-16,False,0.0
U01042,control,mobile,2025-09-05,False,0.0
U01961,treatment,desktop,2025-09-27,False,0.0
U02031,treatment,desktop,2025-09-26,False,0.0
U01765,treatment,mobile,2025-09-23,False,0.0
U01654,treatment,desktop,2025-09-13,False,0.0
U01569,treatment,desktop,2025-09-06,False,0.0
U02069,treatment,desktop,2025-09-28,False,0.0
U02075,treatment,mobile,2025-09-15,False,0.0
U01359,control,mobile,2025-09-18,False,0.0
U02115,treatment,desktop,2025-09-28,True,24.6
U01010,control,mobile,2025-09-12,False,0.0
U01735,treatment,mobile,2025-09-19,False,0.0
U01520,control,mobile,2025-09-09,False,0.0
U02023,treatment,mobile,2025-09-19,False,0.0
U01875,treatment,mobile,2025-09-09,False,0.0
U02155,treatment,mobile,2025-09-24,True,0.0
U01405,control,mobile,2025-09-25,False,0.0
U01027,control,mobile,2025-09-17,False,0.0
U01928,treatment,mobile,2025-09-09,False,0.0
U02057,treatment,desktop,2025-09-12,False,0.0
U01458,control,mobile,2025-09-14,False,0.0
U01473,control,mobile,2025-09-08,False,0.0
U01861,treatment,mobile,2025-09-22,False,0.0
U01731,treatment,mobile,2025-09-02,False,0.0
U01960,treatment,mobile,2025-09-01,False,0.0
U01948,treatment,mobile,2025-09-15,False,0.0
U02039,treatment,mobile,2025-09-27,False,0.0
U01488,control,mobile,2025-09-24,False,0.0
U01725,treatment,mobile,2025-09-04,False,0.0
U01294,control,desktop,2025-09-19,True,45.75
U02119,control,mobile,2025-09-08,False,0.0
U01132,control,mobile,2025-09-28,False,0.0
U01095,control,mobile,2025-09-28,False,0.0
U01213,control,mobile,2025-09-04,False,0.0
U01769,treatment,desktop,2025-09-11,False,0.0
U01531,control,mobile,2025-09-21,False,0.0
U01232,control,desktop,2025-09-01,False,0.0
U01182,control,mobile,2025-09-15,False,0.0
U01375,control,desktop,2025-09-25,False,0.0
U01084,control,mobile,2025-09-07,False,0.0
U01996,treatment,mobile,2025-09-25,True,39.48
U02029,treatment,mobile,2025-09-11,False,0.0
U01142,control,desktop,2025-09-16,False,0.0
U01933,treatment,mobile,2025-09-20,False,0.0
U01199,control,desktop,2025-09-02,False,0.0
U01934,treatment,desktop,2025-09-20,False,0.0
U01268,control,desktop,2025-09-29,True,62.99
U02015,treatment,desktop,2025-09-21,False,0.0
U02122,control,desktop,2025-09-01,False,0.0
U01385,control,mobile,2025-09-19,False,0.0
U01254,control,mobile,2025-09-11,False,0.0
U02134,control,mobile,2025-10-07,False,0.0
U01059,control,mobile,2025-09-02,False,0.0
U02111,control,desktop,2025-09-14,False,0.0
U01672,treatment,mobile,2025-09-20,False,0.0
U01980,treatment,mobile,2025-09-23,False,0.0
U01331,control,desktop,2025-09-22,False,0.0
U01674,treatment,desktop,2025-09-03,False,0.0
U01638,treatment,mobile,2025-09-02,False,0.0
U01850,treatment,mobile,2025-09-20,True,39.92
U01965,treatment,mobile,2025-09-05,False,0.0
U01112,control,desktop,2025-09-18,False,0.0
U01972,treatment,mobile,2025-09-15,False,0.0
U01593,treatment,mobile,2025-09-26,True,37.37
U02097,treatment,desktop,2025-09-24,False,0.0
U01390,control,mobile,2025-09-30,False,0.0
U01602,treatment,desktop,2025-09-14,False,0.0
U01399,control,desktop,2025-09-25,True,48.62
U01127,control,mobile,2025-09-18,False,0.0
U01418,control,desktop,2025-09-07,False,0.0
U01071,control,desktop,2025-09-11,False,0.0
U01584,treatment,desktop,2025-09-21,False,0.0
U01462,control,desktop,2025-09-20,False,0.0
U01830,treatment,mobile,2025-09-12,True,38.45
U01480,control,desktop,2025-09-13,False,0.0
U01608,treatment,desktop,2025-09-17,True,40.43
U01158,control,desktop,2025-09-14,False,0.0
U02122,treatment,desktop,2025-09-12,True,67.64
U02153,treatment,mobile,2025-09-20,True,0.0
U01341,control,mobile,2025-09-21,False,0.0
U01671,treatment,mobile,2025-09-06,False,0.0
U01171,control,desktop,2025-09-12,False,0.0
U01240,control,desktop,2025-09-08,True,54.16
U01705,treatment,mobile,2025-09-06,False,0.0
U02113,treatment,mobile,2025-09-19,True,66.91
U01694,treatment,desktop,2025-09-07,False,0.0
U01063,control,desktop,2025-09-05,False,0.0
U01541,control,desktop,2025-09-24,False,0.0
U01734,treatment,desktop,2025-09-15,False,0.0
U01342,control,mobile,2025-09-03,False,0.0
U01068,control,mobile,2025-09-02,True,26.33
U01628,treatment,desktop,2025-09-14,False,0.0
U01914,treatment,mobile,2025-09-29,True,38.58
U01060,control,desktop,2025-09-18,True,60.56
U02109,control,desktop,2025-09-15,False,0.0
U01384,control,desktop,2025-09-23,False,0.0
U01151,control,mobile,2025-09-25,False,0.0
U01454,control,mobile,2025-09-14,True,44.5
U01649,treatment,desktop,2025-09-07,False,0.0
U01177,control,desktop,2025-09-19,False,0.0
U01776,treatment,desktop,2025-09-26,False,0.0
U01460,control,mobile,2025-09-06,False,0.0
U02117,treatment,desktop,2025-09-07,True,63.79
U01590,treatment,mobile,2025-09-17,False,0.0
U01414,control,mobile,2025-09-18,False,0.0
U01283,control,mobile,2025-09-25,False,0.0
U01582,treatment,mobile,2025-09-30,False,0.0
U01474,control,mobile,2025-09-09,True,29.91
U01219,control,mobile,2025-09-02,False,0.0
U01098,control,mobile,2025-09-23,False,0.0
U02038,treatment,desktop,2025-09-05,False,0.0
U01202,control,mobile,2025-09-20,False,0.0
U02043,treatment,desktop,2025-09-03,False,0.0
U02087,treatment,mobile,2025-09-15,False,0.0
U02105,treatment,mobile,2025-09-02,True,74.59
U01126,control,desktop,2025-09-07,True,34.41
U02108,control,mobile,2025-09-25,False,0.0
U01810,treatment,mobile,2025-09-16,False,0.0
U01937,treatment,desktop,2025-09-18,False,0.0
U01554,treatment,mobile,2025-09-27,False,0.0
U02086,treatment,desktop,2025-09-07,False,0.0
U02036,treatment,desktop,2025-09-19,False,0.0
U01601,treatment,mobile,2025-09-03,False,0.0
U01320,control,mobile,2025-09-22,False,0.0
U01712,treatment,mobile,2025-09-20,False,0.0
U01998,treatment,mobile,2025-09-05,False,0.0
U01974,treatment,desktop,2025-09-21,True,45.42
U01915,treatment,mobile,2025-09-28,False,0.0
U01353,control,desktop,2025-09-13,False,0.0
U01281,control,mobile,2025-09-27,False,0.0
U01833,treatment,mobile,2025-09-17,False,0.0
U02051,treatment,mobile,2025-09-02,False,0.0
U01692,treatment,mobile,2025-09-05,False,0.0
U02070,treatment,mobile,2025-09-19,True,14.79
U01505,control,mobile,2025-09-05,False,0.0
U01389,control,desktop,2025-09-09,False,0.0
U01487,control,mobile,2025-09-08,False,0.0
U01736,treatment,mobile,2025-09-26,False,0.0
U01865,treatment,mobile,2025-09-10,False,0.0
U01885,treatment,mobile,2025-09-20,True,62.37
U01860,treatment,desktop,2025-09-06,False,0.0
U01912,treatment,desktop,2025-09-04,False,0.0
U01587,treatment,mobile,2025-09-01,False,0.0
U01747,treatment,mobile,2025-09-21,False,0.0
U01410,control,desktop,2025-09-10,False,0.0
U02052,treatment,desktop,2025-09-07,False,0.0
U01176,control,desktop,2025-09-24,False,0.0
U01134,control,desktop,2025-09-08,False,0.0
U01225,control,desktop,2025-09-21,False,0.0
U01777,treatment,desktop,2025-09-04,False,0.0
U01920,treatment,desktop,2025-09-07,False,0.0
U01452,control,mobile,2025-09-02,False,0.0
U01241,control,mobile,2025-09-27,False,0.0
U01124,control,desktop,2025-09-28,False,0.0
U01653,treatment,desktop,2025-09-01,False,0.0
U02083,treatment,mobile,2025-09-10,True,26.05
U01614,treatment,desktop,2025-09-17,False,0.0
U01675,treatment,desktop,2025-09-13,False,0.0
U01491,control,mobile,2025-09-15,False,0.0
U01243,control,mobile,2025-09-07,False,0.0
U01434,control,mobile,2025-09-10,False,0.0
U01857,treatment,desktop,2025-09-24,False,0.0
U01864,treatment,mobile,2025-09-07,False,0.0
U01764,treatment,mobile,2025-09-08,False,0.0
U01881,treatment,desktop,2025-09-29,True,75.95
U01322,control,desktop,2025-09-06,True,68.29
U01094,control,desktop,2025-09-21,True,61.52
U01535,control,mobile,2025-09-20,False,0.0
U02117,control,desktop,2025-09-24,False,0.0
U01749,treatment,mobile,2025-09-03,True,38.02
U01343,control,desktop,2025-09-13,False,0.0
U01844,treatment,mobile,2025-09-23,False,0.0
U01469,control,mobile,2025-09-09,False,0.0
U01651,treatment,desktop,2025-09-11,False,0.0
U01710,treatment,mobile,2025-09-02,False,0.0
U02133,control,mobile,2025-10-04,False,0.0
U01057,control,mobile,2025-09-03,False,0.0
U01808,treatment,mobile,2025-09-22,False,0.0
U01367,control,mobile,2025-09-02,True,30.76
U01062,control,desktop,2025-09-16,False,0.0
U01583,treatment,mobile,2025-09-18,False,0.0
U02145,treatment,mobile,2025-09-29,True,0.0
U01640,treatment,desktop,2025-09-19,False,0.0
U01697,treatment,mobile,2025-09-12,False,0.0
U01988,treatment,desktop,2025-09-20,False,0.0
U01567,treatment,desktop,2025-09-10,False,0.0
U01395,control,mobile,2025-09-20,False,0.0
U01049,control,desktop,2025-09-23,True,76.89
U01878,treatment,mobile,2025-09-06,True,18.5
U01279,control,mobile,2025-09-10,False,0.0
U01742,treatment,mobile,2025-09-16,False,0.0
U01902,treatment,mobile,2025-09-09,False,0.0
U02084,treatment,desktop,2025-09-30,False,0.0
U01553,treatment,mobile,2025-09-21,False,0.0
U01335,control,desktop,2025-09-09,False,0.0
U01724,treatment,mobile,2025-09-24,False,0.0
U02090,treatment,mobile,2025-09-01,False,0.0
U01285,control,mobile,2025-09-07,False,0.0
U02107,control,desktop,2025-09-28,False,0.0
U01131,control,mobile,2025-09-25,False,0.0
U01821,treatment,mobile,2025-09-30,False,0.0
U01993,treatment,desktop,2025-09-27,False,0.0
U01990,treatment,mobile,2025-09-04,False,0.0
U01652,treatment,desktop,2025-09-29,False,0.0
U01802,treatment,mobile,2025-09-14,False,0.0
U01378,control,desktop,2025-09-22,False,0.0
U01518,control,desktop,2025-09-29,True,58.23
U01592,treatment,mobile,2025-09-01,True,23.06
U01380,control,mobile,2025-09-10,False,0.0
U01433,control,desktop,2025-09-22,False,0.0
U01866,treatment,desktop,2025-09-13,False,0.0
U01621,treatment,mobile,2025-09-06,False,0.0
U01289,control,desktop,2025-09-30,False,0.0
U01991,treatment,desktop,2025-09-02,False,0.0
U01851,treatment,mobile,2025-09-16,False,0.0
U02116,treatment,desktop,2025-09-15,True,50.55
U02004,treatment,mobile,2025-09-02,False,0.0
U01787,treatment,mobile,2025-09-01,False,0.0
U01882,treatment,mobile,2025-09-14,False,0.0
U02030,treatment,mobile,2025-09-02,False,0.0
U02136,control,desktop,2025-10-06,False,0.0
U02072,treatment,mobile,2025-09-21,False,0.0
U01561,treatment,mobile,2025-09-07,False,0.0
U01429,control,desktop,2025-09-28,False,0.0
U01344,control,mobile,2025-09-28,False,0.0
U01695,treatment,desktop,2025-09-23,False,0.0
U02116,control,desktop,2025-09-06,False,0.0
U01088,control,desktop,2025-09-11,False,0.0
U01702,treatment,mobile,2025-09-19,False,0.0
U01319,control,desktop,2025-09-09,False,0.0
U01883,treatment,desktop,2025-09-02,False,0.0
U02140,control,mobile,2025-10-01,False,0.0
U02120,control,mobile,2025-09-22,False,0.0
U01436,control,desktop,2025-09-16,False,0.0
U01509,control,desktop,2025-09-06,False,0.0
U01156,control,mobile,2025-09-17,False,0.0
U01650,treatment,mobile,2025-09-05,False,0.0
U02147,treatment,mobile,2025-09-12,True,0.0
U01242,control,mobile,2025-09-25,False,0.0
U01770,treatment,mobile,2025-09-10,True,34.36
U01597,treatment,desktop,2025-09-02,False,0.0
U01411,control,mobile,2025-09-28,False,0.0
U01308,control,mobile,2025-09-16,False,0.0
U01758,treatment,desktop,2025-09-27,True,29.28
U01682,treatment,mobile,2025-09-10,False,0.0
U01097,control,mobile,2025-09-22,False,0.0
U01942,treatment,mobile,2025-09-13,False,0.0
U01291,control,mobile,2025-09-14,False,0.0
U01354,control,mobile,2025-09-24,False,0.0
U01035,control,mobile,2025-09-12,False,0.0
U01513,control,desktop,2025-09-12,False,0.0
U01938,treatment,mobile,2025-09-08,False,0.0
U01556,treatment,mobile,2025-09-07,False,0.0
U01003,control,desktop,2025-09-10,False,0.0
U01273,control,mobile,2025-09-11,False,0.0
U01681,treatment,desktop,2025-09-07,False,0.0
U01101,control,desktop,2025-09-24,False,0.0
U01314,control,desktop,2025-09-29,False,0.0
U01006,control,mobile,2025-09-02,False,0.0
U01346,control,mobile,2025-09-20,False,0.0
U01304,control,mobile,2025-09-19,False,0.0
U01720,treatment,desktop,2025-09-25,False,0.0
U01571,treatment,mobile,2025-09-07,False,0.0
U01204,control,mobile,2025-09-25,False,0.0
U01615,treatment,mobile,2025-09-12,False,0.0
U01485,control,desktop,2025-09-29,False,0.0
U01711,treatment,desktop,2025-09-16,False,0.0
U02095,treatment,desktop,2025-09-24,False,0.0
U02021,treatment,desktop,2025-09-04,False,0.0
U02018,treatment,desktop,2025-09-13,False,0.0
U01428,control,desktop,2025-09-22,False,0.0
U02121,control,desktop,2025-09-04,False,0.0
U01939,treatment,desktop,2025-09-20,False,0.0
U01931,treatment,mobile,2025-09-04,False,0.0
U01925,treatment,desktop,2025-09-08,False,0.0
U01670,treatment,desktop,2025-09-23,True,62.79
U01371,control,desktop,2025-09-02,False,0.0
U01507,control,desktop,2025-09-06,False,0.0
U01016,control,desktop,2025-09-27,False,0.0
U01783,treatment,mobile,2025-09-22,False,0.0
U01738,treatment,desktop,2025-09-16,False,0.0
U01276,control,mobile,2025-09-10,False,0.0
U01345,control,mobile,2025-09-14,False,0.0
U01626,treatment,desktop,2025-09-20,True,62.6
U01916,treatment,mobile,2025-09-01,False,0.0
U01767,treatment,desktop,2025-09-27,False,0.0
U02056,treatment,desktop,2025-09-13,True,61.6
U01036,control,mobile,2025-09-25,False,0.0
U01075,control,desktop,2025-09-05,False,0.0
U01501,control,desktop,2025-09-26,False,0.0
U01594,treatment,mobile,2025-09-09,True,51.03
U01477,control,desktop,2025-09-10,False,0.0
U01564,treatment,mobile,2025-09-28,False,0.0
U01138,control,mobile,2025-09-03,False,0.0
U02006,treatment,desktop,2025-09-08,True,42.64
U02137,control,mobile,2025-10-10,False,0.0
U01139,control,mobile,2025-09-17,True,13.5
U01157,control,mobile,2025-09-22,False,0.0
U01100,control,mobile,2025-09-18,False,0.0
U01723,treatment,desktop,2025-09-15,False,0.0
U01374,control,mobile,2025-09-07,False,0.0
U02011,treatment,mobile,2025-09-28,False,0.0
U01932,treatment,desktop,2025-09-30,False,0.0
U01775,treatment,mobile,2025-09-13,False,0.0
U01574,treatment,mobile,2025-09-24,False,0.0
U02101,treatment,mobile,2025-09-15,True,28.43
U01085,control,mobile,2025-09-14,False,0.0
U01481,control,desktop,2025-09-04,False,0.0
U01854,treatment,desktop,2025-09-04,False,0.0
U01406,control,mobile,2025-09-24,False,0.0
U01192,control,mobile,2025-09-27,True,5.53
U01214,control,desktop,2025-09-10,False,0.0
U01029,control,desktop,2025-09-19,False,0.0
U01613,treatment,mobile,2025-09-09,False,0.0
U01046,control,desktop,2025-09-27,False,0.0
U01706,treatment,desktop,2025-09-17,True,42.12
U02118,treatment,mobile,2025-09-22,True,46.51
U01297,control,mobile,2025-09-18,False,0.0
U02076,treatment,mobile,2025-09-05,False,0.0
U01852,treatment,mobile,2025-09-28,False,0.0
U01234,control,desktop,2025-09-03,False,0.0
U01401,control,mobile,2025-09-18,False,0.0
U01041,control,mobile,2025-09-08,False,0.0
U01104,control,mobile,2025-09-12,False,0.0
U01701,treatment,desktop,2025-09-13,False,0.0
U02123,control,mobile,2025-09-20,False,0.0
U01160,control,mobile,2025-09-09,False,0.0
U01039,control,desktop,2025-09-08,False,0.0
U01754,treatment,desktop,2025-09-19,False,0.0
U01576,treatment,mobile,2025-09-01,False,0.0
U01280,control,mobile,2025-09-24,False,0.0
U01648,treatment,mobile,2025-09-18,False,0.0
U01789,treatment,mobile,2025-09-25,True,29.48
U02005,treatment,mobile,2025-09-13,False,0.0
U01302,control,mobile,2025-09-17,False,0.0
U01211,control,desktop,2025-09-26,False,0.0
U01997,treatment,mobile,2025-09-12,False,0.0
U01366,control,desktop,2025-09-06,False,0.0
U01338,control,desktop,2025-09-27,False,0.0
U01166,control,desktop,2025-09-10,False,0.0
U01257,control,mobile,2025-09-21,True,32.19
U01321,control,mobile,2025-09-24,False,0.0
U01868,treatment,desktop,2025-09-01,False,0.0
U01581,treatment,mobile,2025-09-01,False,0.0
U01013,control,desktop,2025-09-03,True,49.09
U01751,treatment,mobile,2025-09-09,True,16.72
U01449,control,desktop,2025-09-25,True,52.92
U01008,control,mobile,2025-09-22,False,0.0
U01514,control,mobile,2025-09-19,False,0.0
U01936,treatment,desktop,2025-09-15,True,34.92
U01017,control,desktop,2025-09-27,False,0.0
U01287,control,desktop,2025-09-01,True,67.13
U01179,control,mobile,2025-09-24,False,0.0
U01540,control,desktop,2025-09-03,False,0.0
U01886,treatment,mobile,2025-09-14,False,0.0
U01591,treatment,desktop,2025-09-23,False,0.0
U01828,treatment,desktop,2025-09-19,True,56.39
U01908,treatment,mobile,2025-09-10,False,0.0
U01779,treatment,desktop,2025-09-02,False,0.0
U02066,treatment,desktop,2025-09-16,False,0.0
U01426,control,mobile,2025-09-15,True,28.79
U02094,treatment,mobile,2025-09-28,False,0.0
U01748,treatment,mobile,2025-09-20,False,0.0
U01355,control,desktop,2025-09-11,False,0.0
U01446,control,desktop,2025-09-17,False,0.0
U01926,treatment,mobile,2025-09-21,False,0.0
U01843,treatment,desktop,2025-09-20,True,60.8
U01309,control,mobile,2025-09-17,False,0.0
U01627,treatment,mobile,2025-09-22,False,0.0
U01034,control,mobile,2025-09-12,False,0.0
U01759,treatment,mobile,2025-09-08,True,21.8
U02151,control,desktop,2025-09-24,True,0.0
U01201,control,desktop,2025-09-30,False,0.0
U01678,treatment,mobile,2025-09-01,False,0.0
U01684,treatment,desktop,2025-09-27,False,0.0
U01145,control,mobile,2025-09-13,False,0.0
U02080,treatment,mobile,2025-09-07,False,0.0
U01175,control,desktop,2025-09-23,False,0.0
U01392,control,mobile,2025-09-01,True,33.7
U01111,control,desktop,2025-09-08,False,0.0
U01155,control,desktop,2025-09-27,False,0.0
U02108,treatment,mobile,2025-09-26,True,52.56
U01486,control,desktop,2025-09-01,True,57.88
U01118,control,desktop,2025-09-01,True,42.15
U01511,control,mobile,2025-09-08,False,0.0
U01904,treatment,desktop,2025-09-27,True,38.5
U02089,treatment,desktop,2025-09-05,False,0.0
U01077,control,desktop,2025-09-16,False,0.0
U01455,control,mobile,2025-09-29,False,0.0
U01555,treatment,mobile,2025-09-19,False,0.0
U01718,treatment,desktop,2025-09-04,False,0.0
U01397,control,mobile,2025-09-30,False,0.0
U01275,control,desktop,2025-09-21,False,0.0
U01361,control,desktop,2025-09-01,False,0.0
U01058,control,mobile,2025-09-06,False,0.0
U02081,treatment,desktop,2025-09-03,False,0.0
U01909,treatment,mobile,2025-09-23,False,0.0
U01874,treatment,mobile,2025-09-18,False,0.0
U01604,treatment,mobile,2025-09-27,False,0.0
U02103,treatment,mobile,2025-09-02,True,68.22
U01394,control,mobile,2025-09-21,False,0.0
U01024,control,mobile,2025-09-14,False,0.0
U01220,control,mobile,2025-09-29,False,0.0
U01544,control,desktop,2025-09-20,False,0.0
U01453,control,mobile,2025-09-21,False,0.0
U01307,control,mobile,2025-09-07,False,0.0
U01746,treatment,desktop,2025-09-09,False,0.0
U01113,control,mobile,2025-09-18,False,0.0
U01687,treatment,desktop,2025-09-12,False,0.0
U01421,control,mobile,2025-09-05,False,0.0
U01490,control,mobile,2025-09-22,False,0.0
U01014,control,mobile,2025-09-22,True,17.27
U01497,control,mobile,2025-09-22,False,0.0
U01728,treatment,mobile,2025-09-23,True,31.61
U01700,treatment,desktop,2025-09-10,False,0.0
U01892,treatment,mobile,2025-09-14,False,0.0
U01522,control,desktop,2025-09-11,False,0.0
U01072,control,desktop,2025-09-22,False,0.0
U01766,treatment,mobile,2025-09-08,False,0.0
U01393,control,mobile,2025-09-26,False,0.0
U01465,control,mobile,2025-09-02,False,0.0
U01150,control,mobile,2025-09-12,False,0.0
U01849,treatment,mobile,2025-09-26,True,27.31
U01790,treatment,mobile,2025-09-08,False,0.0
U01065,control,mobile,2025-09-30,False,0.0
U02046,treatment,mobile,2025-09-12,False,0.0
U02049,treatment,mobile,2025-09-26,False,0.0
U01798,treatment,mobile,2025-09-15,False,0.0
U01007,control,mobile,2025-09-28,False,0.0
U01423,control,desktop,2025-09-19,False,0.0
U01846,treatment,mobile,2025-09-19,False,0.0
U01194,control,desktop,2025-09-23,False,0.0
U01818,treatment,mobile,2025-09-20,False,0.0
U01760,treatment,mobile,2025-09-28,False,0.0
U01067,control,mobile,2025-09-16,False,0.0
U01222,control,desktop,2025-09-10,False,0.0
U01793,treatment,mobile,2025-09-01,False,0.0
U01676,treatment,desktop,2025-09-18,True,40.6
U01357,control,mobile,2025-09-01,False,0.0
U01609,treatment,mobile,2025-09-09,False,0.0
U01431,control,mobile,2025-09-18,False,0.0
U01550,control,mobile,2025-09-27,False,0.0
